J-Date,Date,Weekday,Open,High,Low,Close,Final,Volume,Value,No,Ticker,Name,Market,Adj Open,Adj High,Adj Low,Adj Close,Adj Final
1403-05-14,2024-08-04,Sunday,7050,7050,7050,7050,7050,133266,939525300,25,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7050,7050,7050,7050,7050
1403-05-15,2024-08-05,Monday,6980,6980,6980,6980,7040,297142,2074051160,53,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6980,6980,6980,6980,7040
1403-05-16,2024-08-06,Tuesday,6970,6970,6970,6970,7030,270017,1882018490,43,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6970,6970,6970,6970,7030
1403-05-20,2024-08-10,Saturday,6960,7080,6960,6960,6960,2510590,17480148820,121,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6960,7080,6960,6960,6960
1403-05-21,2024-08-11,Sunday,6900,7000,6900,6900,6920,1617245,11169524350,217,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6900,7000,6900,6900,6920
1403-05-22,2024-08-12,Monday,6870,6870,6860,6860,6910,403400,2767379300,51,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6870,6870,6860,6860,6910
1403-05-23,2024-08-13,Tuesday,6850,6850,6850,6850,6910,67218,460443300,12,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6850,6850,6850,6850,6910
1403-05-24,2024-08-14,Wednesday,6850,6940,6850,6850,6870,1874053,12854084370,207,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6850,6940,6850,6850,6870
1403-05-27,2024-08-17,Saturday,6760,6990,6760,6870,6890,1122450,7762195420,200,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6760,6990,6760,6870,6890
1403-05-28,2024-08-18,Sunday,6800,6990,6800,6980,6900,549486,3810343000,168,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6800,6990,6800,6980,6900
1403-05-29,2024-08-19,Monday,6900,6980,6770,6800,6890,601588,4124571740,80,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6900,6980,6770,6800,6890
1403-05-30,2024-08-20,Tuesday,6760,6840,6760,6760,6850,693805,4700832550,88,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6760,6840,6760,6760,6850
1403-05-31,2024-08-21,Wednesday,6760,6820,6720,6750,6820,747298,5048940920,149,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6760,6820,6720,6750,6820
1403-06-03,2024-08-24,Saturday,6690,6890,6690,6710,6760,1535983,10336630110,207,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6690,6890,6690,6710,6760
1403-06-05,2024-08-26,Monday,6800,6800,6630,6630,6630,2817318,18686181070,247,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6800,6800,6630,6630,6630
1403-06-06,2024-08-27,Tuesday,6600,6760,6600,6760,6680,1320377,8862626580,172,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6600,6760,6600,6760,6680
1403-06-07,2024-08-28,Wednesday,6780,6810,6780,6810,6770,1446715,9851125870,85,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6780,6810,6780,6810,6770
1403-06-10,2024-08-31,Saturday,6900,6900,6900,6900,6820,851928,5878303200,70,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6900,6900,6900,6900,6820
1403-06-11,2024-09-01,Sunday,6950,6950,6900,6950,6870,941806,6543192910,96,قشیر,قند شیروان قوچان و بجنورد,فرابورس,6950,6950,6900,6950,6870
1403-06-13,2024-09-03,Tuesday,7000,7000,6990,7000,6950,1335938,9351556000,147,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7000,7000,6990,7000,6950
1403-06-20,2024-09-10,Tuesday,7150,7150,7150,7150,7000,547520,3914768000,56,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7150,7150,7150,7150,7000
1403-06-21,2024-09-11,Wednesday,7210,7210,7210,7210,7060,655059,4722975390,140,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7210,7210,7210,7210,7060
1403-06-24,2024-09-14,Saturday,7270,7270,7270,7270,7180,1208294,8784297380,103,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7270,7270,7270,7270,7180
1403-06-25,2024-09-15,Sunday,7390,7390,7290,7390,7390,2274690,16805290240,184,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7390,7390,7290,7390,7390
1403-06-26,2024-09-16,Monday,7550,7600,7310,7390,7420,1003512,7475249390,188,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7550,7600,7310,7390,7420
1403-06-27,2024-09-17,Tuesday,7590,7640,7580,7640,7590,1758714,13415910160,173,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7590,7640,7580,7640,7590
1403-06-28,2024-09-18,Wednesday,7700,7810,7410,7810,7680,1136455,8816485530,188,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7700,7810,7410,7810,7680
1403-07-01,2024-09-22,Sunday,7750,7910,7590,7790,7800,1681679,13157745770,199,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7750,7910,7590,7790,7800
1403-07-02,2024-09-23,Monday,7950,8030,7670,7920,7880,1284169,10174012370,212,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7950,8030,7670,7920,7880
1403-07-03,2024-09-24,Tuesday,8050,8050,7660,7860,7880,1470754,11597806210,257,قشیر,قند شیروان قوچان و بجنورد,فرابورس,8050,8050,7660,7860,7880
1403-07-04,2024-09-25,Wednesday,7820,7820,7650,7650,7680,5742071,44076869610,385,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7820,7820,7650,7650,7680
1403-07-07,2024-09-28,Saturday,7610,7730,7610,7610,7620,2361436,17989259250,293,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7610,7730,7610,7610,7620
1403-07-08,2024-09-29,Sunday,7560,7690,7550,7690,7660,1543827,11849128580,175,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7560,7690,7550,7690,7660
1403-07-09,2024-09-30,Monday,7620,7730,7590,7610,7640,1417076,10811331590,267,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7620,7730,7590,7610,7640
1403-07-10,2024-10-01,Tuesday,7580,7630,7570,7570,7590,1389085,10519184770,161,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7580,7630,7570,7570,7590
1403-07-11,2024-10-02,Wednesday,7520,7530,7520,7530,7560,927114,6972576270,113,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7520,7530,7520,7530,7560
1403-07-14,2024-10-05,Saturday,7530,7540,7490,7500,7550,416268,3122480950,81,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7530,7540,7490,7500,7550
1403-07-15,2024-10-06,Sunday,7480,7480,7480,7480,7520,875032,6545239360,79,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7480,7480,7480,7480,7520
1403-07-16,2024-10-07,Monday,7450,7560,7450,7450,7490,960459,7158105600,134,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7450,7560,7450,7450,7490
1403-07-17,2024-10-08,Tuesday,7420,7560,7420,7500,7470,1182855,8816402610,216,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7420,7560,7420,7500,7470
1403-07-18,2024-10-09,Wednesday,7540,7540,7400,7460,7460,518516,3855297330,98,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7540,7540,7400,7460,7460
1403-07-21,2024-10-12,Saturday,7580,7670,7510,7640,7510,589508,4497853730,108,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7580,7670,7510,7640,7510
1403-07-22,2024-10-13,Sunday,7480,7700,7400,7630,7530,575790,4358450020,152,قشیر,قند شیروان قوچان و بجنورد,فرابورس,7480,7700,7400,7630,7530
