J-Date,Date,Weekday,Open,High,Low,Close,Final,Volume,Value,No,Ticker,Name,Market,Adj Open,Adj High,Adj Low,Adj Close,Adj Final
1403-07-21,2024-10-12,Saturday,12320,12570,12320,12570,12320,3180811,39198200660,124,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12070,12314,12070,12314,12070
1403-07-22,2024-10-13,Sunday,12580,12680,12360,12390,12530,976172,12361151660,62,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,12324,12422,12109,12138,12275
1403-07-23,2024-10-14,Monday,12170,12190,12160,12160,12480,228115,2774378400,24,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,11923,11942,11913,11913,12226
1403-07-24,2024-10-15,Tuesday,12110,12110,12110,12110,12460,91455,1107520050,14,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,11864,11864,11864,11864,12207
1403-07-25,2024-10-16,Wednesday,12090,12090,12090,12090,12450,24200,292578000,2,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,11844,11844,11844,11844,12197
1403-08-01,2024-10-22,Tuesday,11830,11830,11830,11830,12440,32672,386509760,3,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,11589,11589,11589,11589,12187
1403-08-05,2024-10-26,Saturday,12070,12770,12070,12070,12120,3966044,48068257620,207,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,11825,12510,11825,11825,11874
1403-08-06,2024-10-27,Sunday,12080,12200,11760,11880,12030,871772,10418385580,80,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,11834,11952,11521,11638,11785
1403-08-07,2024-10-28,Monday,11710,12180,11710,12000,12020,571443,6854500060,49,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,11472,11932,11472,11756,11776
1403-08-08,2024-10-29,Tuesday,11870,11990,11660,11660,11670,1948154,22727999510,66,وسنا,سرمایه گذاری نیروگاهی ایران,پایه زرد,11629,11746,11423,11423,11433
